,hh_old_pct_moe,hh_size,fertility_moe,hh_pop,tract_id,foreign_pct,hh,badenglish_pct,same_house_pct,nonenglish_pct_moe,same_house_pct_moe,noncitizen_pct_moe,hh_moe,hh_pop_moe,hh_size_moe,ba_grad_pct_moe,ba_grad_pct,disab_pct,hh_youth_pct_moe,hs_grad_pct,noncitizen_pct,nonenglish_pct,hh_old_pct,hh_youth_pct,badenglish_pct_moe,fertility,hs_grad_pct_moe,disab_pct_moe,foreign_pct_moe,school_pct_moe,school_pct,med_hh_inc,mean_hh_inc,health_ins_pct,mean_hh_inc_moe,unemp_pct,poverty_pct_moe,health_ins_pct_moe,med_hh_inc_moe,poverty_pct,unemp_pct_moe,med_rooms_per_hh_moe,rent_vacancy_pct_moe,rent_vacancy_pct,no_car_pct_moe,occ_rent_pct_moe,unaff_rent_pct_moe,crowded_pct_moe,unaff_mortgage_pct_moe,moved_in_post_2010_pct_moe,med_housing_value_moe,med_housing_value,no_car_pct,unaff_mortgage_pct,crowded_pct,unaff_rent_pct,moved_in_post_2010_pct,med_rooms_per_hh,occ_rent_pct,afam_pct_moe,hisp_pct,hisp_pct_moe,white_pct_moe,white_pct,afam_pct,asian_pct_moe,asian_pct
0,3.8,1.63,(X),3598,6075010100,48.9,2210,25.7,76.3,7.0,6.4,11.2,138,237,0.12,6.4,57.8,17.0,2.0,84.9,43.9,51.8,25.7,5.4,4.6,0,5.3,5.0,7.1,(X),589,51667,70668,92.1,9476,6.3,10.8,3.6,19870,10.9,4.0,0.2,(X),(X),6.4,(X),7.9,2.6,21.4,6.6,117524,746000,42.0,53.1,2.2,30.7,16.4,2.8,1802,2.7,3598,(X),7.2,51.1,3.4,7.4,46.4
1,3.3,1.51,(X),4038,6075010200,17.6,2675,3.7,80.9,5.6,4.6,14.3,155,276,0.10,5.5,80.0,4.2,3.1,98.5,41.7,19.0,24.9,7.7,2.5,32,1.3,2.3,4.1,(X),374,105189,138170,94.0,18266,5.5,2.5,3.4,8368,1.5,3.3,0.3,(X),(X),6.2,(X),7.0,1.9,17.5,4.7,***,"1,000,000+",27.8,43.1,1.1,22.2,10.9,3.4,1805,1.3,4040,(X),3.0,87.9,1.1,2.2,10.7
2,6.0,2.26,(X),4393,6075010300,28.1,1941,19.8,68.9,6.9,10.2,15.7,170,494,0.18,8.8,55.5,9.7,5.8,81.6,50.2,37.4,28.7,11.4,5.3,17,7.3,4.3,6.2,(X),795,90547,115995,92.3,16134,7.7,7.3,4.7,21186,12.9,6.0,0.3,(X),(X),8.7,(X),11.8,4.6,19.7,7.9,153700,983200,38.8,38.3,3.5,37.7,20.3,4.4,1429,0.8,4393,(X),7.2,64.9,0.0,7.2,35.1
3,4.5,1.94,(X),4738,6075010400,29.9,2447,18.8,79.7,8.3,5.6,10.6,200,496,0.20,6.7,65.4,8.1,3.9,92.1,58.6,41.0,25.0,12.1,5.0,18,5.0,3.3,8.1,(X),516,73972,127598,94.3,26378,4.2,4.5,3.5,20720,0.0,3.1,0.2,(X),(X),6.8,(X),10.4,1.5,15.2,5.7,186508,850400,32.2,49.8,0.0,34.4,13.9,4.0,1667,0.6,4749,(X),7.5,67.7,0.4,7.4,31.2
4,5.6,1.59,(X),2504,6075010500,35.9,1578,11.5,77.0,6.6,7.3,10.0,158,250,0.09,6.1,76.4,6.6,2.3,94.4,68.7,39.3,32.4,8.3,4.2,23,2.6,3.1,6.7,(X),174,115574,154859,90.4,20289,10.2,5.8,5.3,9938,0.0,5.2,0.3,(X),(X),7.4,(X),7.1,1.4,18.2,4.6,136452,998500,34.6,48.5,0.9,27.0,9.5,3.5,1155,2.4,2504,(X),5.1,73.4,3.0,4.8,23.9
5,5.1,2.08,(X),3923,6075010600,59.8,1887,55.1,84.8,7.1,7.6,13.8,151,527,0.24,7.9,38.4,15.2,5.4,70.6,51.3,65.1,23.0,10.8,8.4,0,9.0,3.7,7.3,(X),548,29002,63235,84.5,9177,11.0,11.1,6.6,3963,18.1,4.3,0.4,(X),(X),8.6,(X),8.8,9.7,37.6,4.8,746851,741500,59.2,28.8,15.5,47.0,8.6,2.9,1725,3.6,3942,(X),7.2,38.4,3.3,7.6,58.5
6,6.3,2.08,(X),5555,6075010700,63.7,2669,65.0,83.9,6.1,5.1,9.4,159,568,0.16,5.7,26.2,19.1,4.3,48.8,41.5,76.2,41.5,13.5,6.8,18,6.9,4.5,6.7,(X),1009,20206,45455,86.6,6845,12.0,8.1,4.5,3528,17.0,4.3,0.5,(X),(X),5.5,(X),7.9,6.4,47.5,5.1,***,"1,000,000+",81.7,100.0,20.9,46.6,15.5,1.7,2459,3.9,5555,(X),5.9,18.4,2.9,5.1,77.9
7,4.9,1.95,(X),4811,6075010800,34.9,2467,27.4,86.2,6.2,5.2,7.2,179,465,0.14,5.7,59.1,13.3,3.9,79.9,28.8,45.2,27.7,9.1,4.5,45,4.1,4.0,5.9,(X),647,72173,116441,85.5,22391,12.5,8.9,4.2,12812,10.1,4.0,0.3,(X),(X),6.9,(X),8.4,2.4,20.5,4.8,265649,913500,45.3,50.4,4.0,37.9,10.9,3.7,1913,1.9,4811,(X),5.8,48.3,1.8,5.9,49.3
8,3.3,1.74,(X),4772,6075010900,17.9,2737,7.0,80.1,4.7,5.2,12.3,136,351,0.11,3.9,78.2,7.6,2.9,94.8,39.1,25.7,19.8,9.0,2.2,102,2.2,2.3,4.1,(X),359,110768,152938,96.6,22702,3.1,6.9,2.0,11560,8.7,1.8,0.2,(X),(X),6.7,(X),6.0,0.8,16.0,4.3,114486,908600,46.8,48.7,0.5,21.7,11.5,4.0,2049,1.7,4772,(X),5.0,72.8,1.9,5.1,21.6
9,4.7,1.96,(X),5235,6075011000,37.3,2675,28.5,81.2,4.9,7.2,10.0,107,429,0.16,7.3,49.6,7.2,5.5,78.7,29.0,42.9,20.3,11.9,5.0,71,5.2,3.0,5.4,(X),676,61250,89033,90.2,13018,6.7,14.0,4.6,24368,15.8,3.5,0.3,(X),(X),7.9,(X),7.9,4.0,24.4,7.6,189822,740100,53.4,12.9,8.1,30.9,20.9,3.5,2359,2.1,5256,(X),5.3,48.5,2.0,5.4,49.7
10,3.9,1.67,(X),4867,6075011100,39.4,2909,26.6,81.3,7.8,6.2,10.7,213,419,0.13,6.5,55.0,5.7,1.1,84.0,39.8,44.9,23.1,5.6,5.4,21,5.7,2.1,6.0,(X),753,62300,77019,85.9,9405,3.8,7.5,5.4,11621,7.3,2.6,0.2,(X),(X),6.8,(X),6.3,1.7,30.2,4.8,151644,700300,68.7,42.4,2.2,31.9,13.5,2.8,2535,5.9,5008,(X),7.5,51.4,8.5,4.6,38.6
11,8.0,1.97,(X),3165,6075011200,31.0,1609,19.4,84.6,8.1,6.7,11.8,160,340,0.15,7.9,61.2,9.3,2.7,88.8,24.3,41.8,30.7,11.6,5.0,12,4.0,3.2,6.8,(X),426,77350,194093,94.2,74087,3.5,7.7,2.8,24181,11.8,2.6,0.4,(X),(X),7.3,(X),10.4,4.8,23.6,3.7,***,"1,000,000+",46.6,33.9,6.3,34.3,6.8,3.8,1064,1.2,3170,(X),7.2,58.4,0.0,6.8,42.8
12,6.3,2.08,(X),3229,6075011300,69.5,1554,57.4,92.6,6.0,4.1,9.2,88,387,0.21,5.6,22.8,19.9,5.6,45.5,29.4,78.6,46.3,12.9,5.9,3,7.1,4.3,7.1,(X),583,21144,49199,83.8,8812,16.8,10.1,4.8,5578,26.3,7.1,0.3,(X),(X),5.3,(X),8.3,5.1,40.7,4.6,281870,791700,83.0,76.3,12.9,32.9,9.7,2.4,1355,1.3,3267,(X),4.9,16.6,1.0,4.9,83.7
13,8.4,1.44,(X),1324,6075011700,30.7,922,23.4,85.1,12.5,7.2,22.4,116,196,0.12,7.4,35.6,30.2,3.6,86.8,40.2,36.6,17.1,2.5,10.7,0,7.3,9.5,7.6,(X),257,30455,71890,87.2,25151,7.9,18.5,7.0,7807,8.4,5.3,0.2,(X),(X),10.1,(X),10.9,6.8,47.2,7.2,274938,987500,72.8,56.5,12.1,58.0,14.3,1.5,761,9.0,1396,(X),8.3,54.1,11.0,9.0,35.5
14,8.5,2.33,(X),1617,6075011800,83.2,694,77.4,85.1,3.3,9.7,10.7,57,177,0.25,4.5,12.8,13.1,5.3,44.3,43.5,91.5,45.4,17.6,6.5,6,8.5,6.4,5.7,(X),424,25459,46760,76.3,19867,16.2,11.7,9.4,3962,29.3,7.3,0.5,(X),(X),9.3,(X),11.5,11.0,100.0,7.1,***,"1,000,000+",76.8,0.0,30.3,44.9,15.0,1.8,683,0.5,1635,(X),2.7,6.0,0.6,4.1,91.1
15,4.9,1.50,(X),2097,6075011901,37.5,1396,9.0,72.4,7.4,8.6,18.4,161,242,0.10,10.1,63.7,11.4,2.8,94.8,50.4,29.5,18.1,4.3,4.9,19,3.9,4.9,7.9,(X),441,56604,90190,90.3,12874,7.7,8.7,5.0,10249,10.3,5.9,0.4,(X),(X),8.7,(X),12.2,6.8,18.7,9.6,103833,565000,53.5,26.2,6.4,35.5,20.6,2.6,1091,5.3,2254,(X),7.3,62.2,7.1,9.0,30.6
16,4.0,1.72,(X),2844,6075011902,38.4,1657,14.0,82.7,7.7,6.6,9.3,138,306,0.14,8.7,47.4,6.3,4.4,94.6,49.4,40.5,14.7,7.4,6.2,0,2.7,3.1,6.9,(X),550,47140,86767,85.0,42916,1.7,11.1,5.3,9021,10.7,1.6,0.4,(X),(X),7.7,(X),8.3,4.1,48.1,7.1,***,"1,000,000+",70.9,28.6,6.5,41.7,22.2,2.5,1556,1.5,2844,(X),7.1,65.9,1.2,7.2,35.9
17,4.8,1.35,(X),3417,6075012000,34.1,2526,16.0,74.4,8.2,6.9,12.6,147,268,0.07,9.4,44.3,12.1,2.0,89.7,50.5,35.3,15.4,5.5,6.1,0,4.5,5.3,8.0,(X),628,37037,52481,70.8,8313,10.9,15.7,8.3,6530,18.8,6.1,0.4,(X),(X),6.1,(X),9.1,5.0,88.4,5.7,***,"1,000,000+",80.8,0.0,9.9,44.2,15.3,1.5,2426,4.3,3502,(X),7.7,63.0,8.6,6.2,27.0
18,4.3,1.52,(X),3245,6075012100,40.9,2134,15.0,70.8,7.3,7.9,9.5,158,311,0.09,7.6,57.7,10.5,1.4,94.3,62.2,44.4,13.6,4.1,4.8,75,3.6,4.3,7.4,(X),1142,41955,53715,87.4,8557,8.2,5.2,5.6,8208,3.2,4.4,0.3,(X),(X),6.2,(X),8.2,6.6,49.6,7.0,402106,495800,80.8,47.8,12.6,43.0,21.1,1.7,1956,4.0,3530,(X),6.8,63.7,6.5,5.1,31.8
19,4.1,1.70,(X),4447,6075012201,42.2,2614,26.7,75.2,7.5,6.6,12.0,163,411,0.14,6.5,31.1,13.5,2.3,74.9,60.0,51.1,17.0,6.7,6.3,0,7.0,4.0,6.2,(X),863,31504,44671,79.2,6025,12.2,12.7,7.0,4015,22.7,4.9,0.4,(X),(X),6.1,(X),8.0,6.7,21.7,7.2,71146,405100,83.2,23.7,17.8,59.5,20.1,1.7,2376,4.8,4469,(X),7.3,49.0,9.0,6.7,36.2
20,7.5,1.57,(X),2356,6075012202,31.9,1497,19.4,69.2,9.9,11.0,14.5,127,309,0.16,10.0,32.9,22.2,5.0,84.5,75.4,40.6,10.8,13.9,8.0,24,9.2,6.7,8.0,(X),623,22699,38891,80.5,9024,16.1,21.7,6.6,8862,14.8,9.3,0.4,(X),(X),10.0,(X),9.5,7.8,96.0,4.8,**,-,77.2,0.0,16.0,52.2,10.0,1.7,1371,8.5,2598,(X),8.6,47.7,17.8,8.6,33.8
21,8.5,1.45,(X),1970,6075012301,56.4,1354,46.4,83.4,8.6,6.6,10.9,142,286,0.14,8.7,29.8,36.0,5.9,67.3,47.8,66.7,39.4,7.5,9.6,31,9.0,8.1,8.4,(X),284,11655,18914,75.1,4079,4.1,10.0,9.0,952,10.2,5.9,0.2,(X),(X),4.7,(X),9.2,7.4,100.0,8.9,**,-,92.0,100.0,15.1,52.2,21.3,1.3,1338,6.6,1974,(X),8.5,36.3,16.0,9.7,41.6
22,5.6,1.36,(X),2248,6075012302,39.3,1654,23.7,67.6,8.4,9.1,18.3,157,224,0.09,7.4,38.2,22.0,0.6,90.8,47.0,42.9,17.8,5.8,7.1,0,5.0,6.8,8.3,(X),512,25813,38944,73.2,6736,14.0,12.2,9.2,5686,10.6,6.5,0.1,(X),(X),8.7,(X),9.8,5.9,**,7.2,**,-,80.8,-,7.9,56.0,20.8,1.4,1654,5.1,2306,(X),11.1,48.0,9.5,10.2,40.6
23,3.6,1.84,(X),3998,6075012401,57.7,2178,45.5,79.1,7.3,10.7,9.4,207,657,0.23,5.7,10.4,20.2,6.9,59.3,72.7,67.3,17.5,14.3,10.2,51,11.7,6.7,9.6,(X),775,19974,26726,70.6,5661,10.5,10.8,7.7,2025,17.0,5.9,0.1,(X),(X),4.3,(X),9.5,9.5,65.0,8.0,**,-,91.7,100.0,29.8,66.8,15.0,1.4,2088,2.8,4081,(X),11.4,49.3,3.7,6.8,22.7
24,5.1,1.43,(X),2791,6075012402,35.8,1947,22.4,64.2,8.3,8.9,21.3,224,351,0.11,8.7,39.1,26.0,3.0,86.3,40.5,46.8,17.5,7.1,6.3,0,6.2,6.9,7.7,(X),882,19792,43524,88.7,11202,9.9,12.1,4.2,7843,12.6,5.7,0.4,(X),(X),8.4,(X),8.1,3.8,7.9,8.6,158421,389800,80.6,3.5,5.4,61.9,24.4,1.6,1789,6.2,3194,(X),9.1,48.8,9.0,8.8,38.9
25,6.1,1.53,(X),3211,6075012501,33.7,2094,30.7,85.1,7.5,6.2,13.7,171,331,0.12,7.5,24.0,41.8,3.4,70.9,39.9,47.8,23.4,10.3,7.3,0,7.2,6.6,6.8,(X),561,12555,20611,89.6,3456,11.8,12.1,3.7,1844,19.6,8.3,**,(X),(X),5.8,(X),9.5,4.2,88.4,4.7,***,"1,000,000+",87.0,100.0,4.6,65.0,8.8,-,1930,5.4,3358,(X),8.8,43.4,10.7,7.1,36.3
26,6.7,1.66,(X),3619,6075012502,51.0,2178,47.3,79.4,9.8,6.1,15.3,188,737,0.28,5.8,11.9,32.5,4.6,59.3,39.1,55.2,38.1,9.0,9.3,0,11.7,8.7,9.5,(X),724,12240,17718,81.8,3509,14.1,12.8,11.0,1013,26.1,10.2,0.1,(X),(X),5.0,(X),10.0,4.7,**,6.7,**,-,90.2,-,11.3,46.5,10.4,1.4,2012,7.3,3895,(X),6.4,22.8,17.3,9.1,48.7
27,3.0,1.58,(X),2272,6075012601,18.0,1439,3.6,80.3,9.5,7.6,20.3,122,290,0.15,7.2,83.1,7.2,5.3,96.4,35.9,21.7,15.6,7.7,2.5,12,2.9,4.0,6.9,(X),151,94191,130744,92.8,21282,8.9,8.2,3.4,14408,0.0,4.4,0.5,(X),(X),7.5,(X),11.1,2.6,13.7,7.1,***,"1,000,000+",26.3,12.7,0.0,30.4,14.2,3.6,1069,1.6,2272,(X),7.7,86.8,0.0,7.7,13.8
28,6.1,1.73,(X),2990,6075012602,14.3,1731,7.2,78.5,6.1,8.2,19.0,129,341,0.14,8.3,78.0,11.1,5.5,94.9,35.6,17.5,20.6,15.5,5.5,64,6.1,5.6,6.2,(X),321,127488,178234,94.6,28198,4.1,3.6,6.0,7494,2.1,2.7,0.4,(X),(X),6.6,(X),6.7,2.1,17.3,6.4,***,"1,000,000+",12.4,22.0,0.0,12.8,14.2,4.0,1157,1.2,2990,(X),3.6,93.1,0.0,4.7,10.0
29,2.8,1.76,(X),3702,6075012700,16.9,2101,2.4,76.6,6.0,7.8,16.8,130,265,0.10,7.2,76.2,7.8,3.2,96.9,41.4,17.7,13.6,10.7,1.5,54,2.4,4.6,4.6,(X),388,115116,158514,95.1,25364,7.5,7.8,3.1,27931,6.6,4.1,0.3,(X),(X),4.1,(X),9.3,2.8,15.4,6.4,***,"1,000,000+",12.6,32.9,1.7,28.6,24.8,3.4,1495,0.6,3702,(X),3.4,86.3,0.4,2.9,11.9
30,4.5,1.90,(X),4441,6075012800,20.2,2338,2.9,84.9,6.0,5.4,12.4,142,502,0.19,5.3,80.3,6.1,5.0,97.9,54.7,21.0,20.3,16.0,2.0,32,2.2,3.0,4.6,(X),730,108333,148083,96.3,24152,6.3,4.2,2.5,8021,2.5,3.5,0.4,(X),(X),5.7,(X),5.8,1.6,14.1,4.2,***,"1,000,000+",15.5,66.9,0.0,11.9,8.5,4.3,1299,0.6,4446,(X),4.1,85.4,0.4,3.6,13.9
31,2.8,1.63,(X),2442,6075012901,15.7,1502,5.1,76.3,5.1,7.5,16.3,112,253,0.14,8.0,79.8,5.0,1.9,99.3,64.2,16.7,12.1,5.3,2.5,0,0.9,2.7,5.1,(X),269,99545,148868,94.7,21191,3.5,10.4,4.5,19452,0.0,2.6,0.4,(X),(X),7.0,(X),7.8,2.5,19.0,4.4,137360,857600,24.7,32.0,0.0,23.0,9.0,3.4,1176,0.8,2456,(X),3.9,80.0,0.6,5.1,21.4
32,3.2,1.53,(X),3157,6075012902,20.3,2064,4.7,74.9,6.9,7.4,14.8,133,255,0.10,5.5,79.1,5.1,2.0,98.7,40.6,20.7,16.8,2.7,2.2,27,1.8,3.0,6.3,(X),263,98810,122856,95.0,17459,6.2,8.6,3.7,14166,0.0,3.6,0.3,(X),(X),8.0,(X),9.1,1.8,14.8,7.4,***,"1,000,000+",35.3,34.8,0.0,31.5,24.1,3.5,1459,0.3,3192,(X),7.5,80.7,0.2,7.3,18.7
33,4.1,1.62,(X),3828,6075013000,15.2,2368,2.3,77.9,4.7,6.8,15.0,187,360,0.11,5.2,78.4,5.9,2.7,95.2,19.6,13.9,16.8,8.2,1.7,41,3.5,2.6,5.9,(X),326,106157,135342,96.6,22685,11.4,5.2,2.7,18406,4.3,5.0,0.4,(X),(X),7.7,(X),10.5,3.2,14.4,5.9,***,"1,000,000+",29.5,45.5,2.1,33.0,13.9,3.7,1607,0.9,3844,(X),4.0,87.9,0.5,3.5,10.1
34,3.4,1.54,(X),3702,6075013101,19.0,2404,6.0,64.3,6.0,10.6,15.1,154,351,0.12,3.5,89.6,2.6,4.2,99.4,51.4,21.3,11.9,8.7,2.8,79,0.9,1.6,6.7,(X),385,123750,158357,94.8,23091,3.3,6.3,3.5,26096,0.0,2.1,0.3,(X),(X),6.6,(X),8.6,4.1,17.3,7.6,137898,881100,25.0,30.7,3.6,23.4,22.0,3.5,1853,3.3,3776,(X),7.3,75.2,2.9,7.2,25.8
35,6.2,1.69,(X),2787,6075013102,18.5,1654,1.1,71.7,6.2,8.4,19.6,88,278,0.16,5.4,80.3,11.9,2.8,98.1,60.7,20.9,29.1,7.0,1.2,28,1.6,4.2,6.4,(X),656,96513,160468,98.2,32062,1.7,10.0,1.7,10395,9.2,1.6,0.3,(X),(X),8.4,(X),11.4,3.9,25.6,6.4,***,"1,000,000+",38.8,49.7,3.3,31.8,15.6,3.8,1324,3.2,2899,(X),5.6,87.4,3.0,4.2,8.4
36,6.4,1.86,(X),4533,6075013200,16.4,2433,4.3,83.6,6.9,5.1,15.3,173,618,0.21,3.8,86.7,6.1,6.0,98.8,35.1,21.3,31.4,16.9,2.4,92,1.3,2.7,4.8,(X),546,144284,261474,98.3,52712,1.5,4.4,1.4,41705,4.0,1.8,0.6,(X),(X),6.4,(X),10.5,1.3,15.2,8.0,***,"1,000,000+",17.8,56.1,0.8,34.7,17.5,4.7,1347,2.2,4558,(X),5.2,83.2,2.0,4.9,15.4
37,4.1,2.17,(X),4039,6075013300,16.5,1859,9.3,86.0,5.4,4.5,16.5,113,343,0.14,6.0,76.5,11.2,4.3,95.8,21.3,21.1,30.3,22.6,3.7,46,2.9,3.4,4.8,(X),752,118155,243888,96.0,48641,6.4,2.6,2.1,23643,1.6,4.5,0.4,(X),(X),5.3,(X),9.4,2.0,11.7,3.3,***,"1,000,000+",20.5,38.2,0.0,29.8,8.6,5.8,921,2.0,4147,(X),4.0,82.6,1.4,4.3,18.0
38,6.8,1.96,(X),3720,6075013400,20.3,1895,5.5,89.9,6.4,4.7,17.1,208,505,0.18,9.0,72.2,5.7,5.4,98.6,57.1,16.4,19.7,16.8,3.3,37,1.4,2.8,8.2,(X),503,116982,186329,96.9,46974,3.9,5.6,2.9,28903,0.0,2.8,0.5,(X),(X),8.9,(X),9.7,2.0,11.8,5.5,***,"1,000,000+",29.4,17.8,0.0,24.6,11.3,3.5,1290,4.6,3770,(X),5.5,85.5,5.8,4.6,9.3
39,3.5,1.52,(X),2531,6075013500,17.5,1669,3.8,72.6,4.7,5.4,9.9,117,186,0.08,5.3,83.2,6.8,2.1,98.0,22.0,14.7,14.7,5.9,2.2,0,2.0,2.2,4.7,(X),386,103698,136410,94.3,15574,7.2,4.8,3.0,10881,3.2,4.4,0.2,(X),(X),5.6,(X),5.1,2.5,16.2,6.5,***,"1,000,000+",24.9,44.9,1.6,18.5,25.2,3.1,1355,1.2,2570,(X),5.2,83.6,1.4,5.4,15.8
40,6.0,1.32,(X),1959,6075015100,33.3,1485,8.1,86.0,5.0,4.7,9.8,121,140,0.08,5.8,74.0,17.7,1.5,97.0,26.3,30.9,38.9,2.8,3.4,0,2.0,5.0,5.2,(X),183,81988,106516,94.2,12685,7.6,13.5,3.9,11431,0.0,4.2,0.3,(X),(X),7.7,(X),8.8,2.5,16.1,4.4,46960,602200,43.2,26.9,0.0,36.9,7.3,3.0,955,2.3,2000,(X),4.3,68.9,2.9,4.4,30.6
41,4.7,1.64,(X),3735,6075015200,20.6,2281,13.1,77.8,6.0,5.9,8.5,160,452,0.15,5.8,71.4,12.7,4.6,95.5,14.5,26.2,28.1,9.7,4.9,53,2.8,3.6,5.2,(X),505,75080,114593,97.2,18013,1.5,4.0,1.7,22418,2.6,1.8,0.4,(X),(X),7.2,(X),7.9,1.6,21.3,4.1,138117,748800,43.7,41.5,0.0,24.2,9.6,3.5,1724,2.1,3820,(X),5.4,72.7,3.1,5.6,26.5
42,4.6,2.13,(X),2023,6075015300,15.4,948,7.3,83.4,6.4,5.5,16.9,85,286,0.26,9.3,71.1,6.6,6.2,96.8,35.9,17.5,10.5,18.8,4.6,17,2.9,4.2,5.0,(X),393,98421,139832,91.8,24067,9.4,5.8,3.7,25579,3.9,5.2,0.6,(X),(X),9.6,(X),12.1,1.9,13.6,7.3,129755,998600,33.5,42.0,1.3,38.8,19.4,4.3,621,3.9,2224,(X),6.7,74.0,5.6,5.7,16.7
43,3.9,2.00,(X),5825,6075015400,20.6,2913,8.7,87.7,6.0,4.4,9.9,140,436,0.13,5.1,72.8,10.8,3.2,95.6,35.0,25.0,23.9,15.1,3.4,160,3.4,4.0,4.9,(X),1096,99398,136125,92.0,20811,11.6,2.4,3.5,11506,1.5,4.4,0.3,(X),(X),5.9,(X),8.9,1.0,14.2,5.5,114364,991000,23.8,41.3,0.7,34.2,15.3,4.2,2068,2.5,5875,(X),6.7,67.4,5.0,6.5,28.3
44,6.4,1.61,(X),3756,6075015500,36.0,2335,20.3,76.1,6.8,8.1,11.1,169,546,0.20,8.0,56.8,19.7,4.3,87.9,43.0,39.3,36.9,9.5,5.3,106,7.1,6.2,8.0,(X),376,55742,84634,96.5,17238,2.9,4.6,2.9,10983,3.2,2.9,0.3,(X),(X),7.5,(X),9.8,4.3,31.3,7.8,118658,610400,38.1,31.4,5.1,47.6,19.5,2.8,2097,3.2,3920,(X),5.9,57.7,8.7,5.8,29.5
45,5.2,2.30,(X),2962,6075015600,22.6,1288,12.7,79.3,6.9,9.2,12.9,72,259,0.20,8.6,63.4,10.2,4.6,93.6,39.6,32.1,15.6,19.4,4.5,53,4.4,4.2,6.0,(X),703,90750,113345,92.2,19798,5.0,4.4,3.4,22933,3.5,3.7,0.4,(X),(X),6.6,(X),9.1,2.9,13.4,5.0,98188,958600,19.3,30.1,0.0,36.0,14.2,4.6,839,2.0,3004,(X),7.3,57.7,2.8,6.9,43.8
